296.5,1,0,0,0
297.5,0,0,1,0
298.5,1,0,0,0
299.5,0,0,1,0
300.5,1,0,0,0
301.5,0,0,1,0
302.5,1,0,0,0
303,0,0,1,0
303.5,0,0,0,1
304,0,1,0,0
304.5,1,0,0,0
305.5,0,0,1,0
306.5,1,0,0,0
307.5,0,0,1,0
308.5,1,0,0,0
309,0,0,0,1
309.5,1,0,0,0
310,0,0,0,1
310.5,0,1,0,0
311,0,0,1,0
311.5,0,1,0,0
312,0,0,1,0
312.5,1,0,0,0
313.5,0,0,1,0
314.5,1,0,0,0
315.5,0,0,1,0
316.5,1,0,0,0
317.5,0,0,1,0
318.5,1,0,0,0
319,0,0,1,0
319.5,0,0,0,1
320,0,1,0,0
320.5,1,0,0,0
321.5,0,0,1,0
322.5,1,0,0,0
323.5,0,0,1,0
324.5,1,0,0,0
325,0,0,0,1
325.5,1,0,0,0
326,0,0,0,1
326.5,0,1,0,0
327,0,0,1,0
327.5,0,1,0,0
328,0,0,1,0
328.5,0,1,0,0
329.5,0,0,0,1
330.5,0,1,0,0
331.5,0,0,0,1
332.5,0,1,0,0
333.5,0,0,0,1
334.5,0,1,0,0
335,0,0,0,1
335.5,0,0,1,0
336,1,0,0,0
336.5,0,1,0,0
337.5,0,0,0,1
338.5,0,1,0,0
339.5,0,0,0,1
340.5,0,1,0,0
341,0,0,1,0
341.5,0,1,0,0
342,0,0,1,0
342.5,1,0,0,0
343,0,0,0,1
343.5,1,0,0,0
344,0,0,0,1
344.5,0,1,0,0
345.5,0,0,0,1
346.5,0,1,0,0
347.5,0,0,0,1
348.5,0,1,0,0
349.5,0,0,0,1
350.5,0,1,0,0
351,0,0,0,1
351.5,0,0,1,0
352,0,1,0,0
352.5,1,0,0,0
353,0,1,0,0
353.5,1,0,0,0
354,0,1,0,0
354.5,1,0,0,0
355,0,0,1,0
355.5,1,0,0,0
356,0,0,0,1
356.5,0,0,0,1
357,0,0,1,0
357.5,0,0,0,1
358,0,0,1,0
358.5,0,0,0,1
359,0,1,0,0
359.5,0,0,0,1
360,1,0,0,0
362.5,0,0,2,0
363,0,0,3,0
363.5,0,0,0,2
364,0,0,0,3
364.5,0,0,0,1
364.75,0,0,1,0
365,0,0,0,1
365.25,0,0,1,0
365.5,0,0,0,1
366.5,0,2,0,0
367,0,3,0,0
367.5,2,0,0,0
368,3,0,0,0
368.5,1,0,0,0
368.75,0,1,0,0
369,1,0,0,0
369.25,0,1,0,0
369.5,1,0,0,0
370.5,0,0,2,0
371,0,0,3,0
371.5,0,0,0,2
372,0,0,0,3
372.5,0,0,0,1
373,0,0,1,0
373.5,0,0,0,1
374,0,0,1,0
374.5,2,2,0,0
375,3,3,0,0
375.5,1,1,0,0
376.5,2,0,0,0
377,3,0,0,0
377.5,0,2,0,0
378,0,3,0,0
378.5,1,0,0,0
379,0,1,0,0
379.5,0,0,1,0
380,0,0,0,1
380.5,0,0,0,2
381,0,0,0,3
381.5,0,0,2,0
382,0,0,3,0
382.5,0,0,0,1
383,0,0,1,0
383.5,0,1,0,0
384,1,0,0,0
384.5,2,0,0,2
385,3,0,0,3
385.5,0,2,2,0
386,0,3,3,0
386.5,1,0,0,0
387,0,0,0,1
387.5,0,1,0,0
388,0,0,1,0
388.5,1,0,0,0
389,0,1,0,0
389.5,0,0,0,1
390,0,0,1,0
390.5,2,0,0,2
391,3,0,0,3
391.5,0,0,1,0
392.5,1,0,0,0
392.75,0,1,0,0
393,1,0,0,0
393.25,0,1,0,0
393.5,1,0,0,0
394.5,0,0,2,0
395,0,0,3,0
395.5,0,0,0,2
396,0,0,0,3
396.5,0,0,0,1
396.75,0,0,1,0
397,0,0,0,1
397.25,0,0,1,0
397.5,0,0,0,1
398.5,0,2,0,0
399,0,3,0,0
399.5,2,0,0,0
400,3,0,0,0
400.5,1,0,0,0
400.75,0,1,0,0
401,1,0,0,0
401.25,0,1,0,0
401.5,1,0,0,0
402.5,0,0,2,0
403,0,0,3,0
403.5,0,0,0,2
404,0,0,0,3
404.5,0,0,0,1
405,0,0,1,0
405.5,0,0,0,1
406,0,0,1,0
406.5,2,2,0,0
407,3,3,0,0
407.5,1,1,0,0
408.5,2,0,0,0
409,3,0,0,0
409.5,0,2,0,0
410,0,3,0,0
410.5,1,0,0,0
411,0,1,0,0
411.5,0,0,1,0
412,0,0,0,1
412.5,0,0,0,2
413,0,0,0,3
413.5,0,0,2,0
414,0,0,3,0
414.5,0,0,0,1
415,0,0,1,0
415.5,0,1,0,0
416,1,0,0,0
416.5,2,0,0,2
417,3,0,0,3
417.5,0,2,2,0
418,0,3,3,0
418.5,1,0,0,0
419,0,0,0,1
419.5,0,1,0,0
420,0,0,1,0
420.5,1,0,0,0
421,0,1,0,0
421.5,0,0,0,1
422,0,0,1,0
422.5,2,0,0,2
423,3,0,0,3
423.5,0,0,1,0
424.5,1,0,0,0
425,0,1,0,0
425.5,1,0,0,0
425.75,0,1,0,0
426,0,0,1,0
426.25,0,0,0,1
426.5,0,0,1,0
427,1,0,0,0
427.5,0,1,0,0
428,1,0,0,0
428.5,1,0,0,0
429,0,1,0,0
429.5,1,0,0,0
429.75,0,1,0,0
430,0,0,1,0
430.25,0,0,0,1
430.5,0,0,1,0
431,1,0,0,0
431.5,0,1,0,0
432,1,0,0,0
432.5,1,0,0,0
433,0,1,0,0
433.5,1,0,0,0
433.75,0,1,0,0
434,0,0,1,0
434.25,0,0,0,1
434.5,0,0,1,0
435,1,0,0,0
435.5,0,1,0,0
436,1,0,0,0
436.5,0,0,0,1
437,0,0,1,0
437.5,0,0,0,1
438,0,0,1,0
438.5,2,2,0,0
439,3,3,0,0
439.5,1,1,0,0
440.5,2,0,0,0
441,3,0,0,0
441.5,0,2,0,0
442,0,3,0,0
442.5,1,0,0,0
443,0,1,0,0
443.5,0,0,1,0
444,0,0,0,1
444.5,0,0,0,2
445,0,0,0,3
445.5,0,0,2,0
446,0,0,3,0
446.5,0,0,0,1
447,0,0,1,0
447.5,0,1,0,0
448,1,0,0,0
448.5,2,0,0,2
449,3,0,0,3
449.5,0,2,2,0
450,0,3,3,0
450.5,1,0,0,0
451,0,0,0,1
451.5,0,1,0,0
452,0,0,1,0
452.5,1,0,0,0
453,0,1,0,0
453.5,0,0,0,1
454,0,0,1,0
454.5,2,0,0,2
455,3,0,0,3
455.5,0,0,1,0
456.5,2,0,0,0
457,3,0,0,0
457.5,0,2,0,0
458,0,3,0,0
458.5,1,0,0,0
459,0,1,0,0
459.5,0,0,1,0
460,0,0,0,1
460.5,0,0,0,2
461,0,0,0,3
461.5,0,0,2,0
462,0,0,3,0
462.5,0,0,0,1
463,0,0,1,0
463.5,0,1,0,0
464,1,0,0,0
464.5,2,0,0,2
465,3,0,0,3
465.5,0,2,2,0
466,0,3,3,0
466.5,1,0,0,0
467,0,0,0,1
467.5,0,1,0,0
468,0,0,1,0
468.5,1,0,0,0
469,0,1,0,0
469.5,0,0,0,1
470,0,0,1,0
470.5,2,0,0,2
471,3,0,0,3
471.5,0,0,1,0
472.5,1,0,0,0
473.5,0,0,1,0
474.5,1,0,0,0
475.5,0,0,1,0
476.5,1,0,0,0
477,0,0,0,1
477.5,1,0,0,0
478,0,0,0,1
478.5,0,1,0,0
479,0,0,1,0
479.5,0,1,0,0
480.5,1,0,0,0
481.5,0,0,1,0
482.5,1,0,0,0
483.5,0,0,1,0
484.5,1,0,0,0
485,0,0,0,1
485.5,1,0,0,0
486,0,0,0,1
486.5,0,1,0,0
487,0,0,1,0
487.5,0,1,0,0
488.5,1,0,0,0
489.5,0,0,1,0
490.5,1,0,0,0
491.5,0,0,1,0
492.5,1,0,0,0
493,0,0,0,1
493.5,1,0,0,0
494,0,0,0,1
494.5,0,1,0,0
495,0,0,1,0
495.5,0,1,0,0
496.5,0,0,0,1
497.5,1,0,0,0
498.5,0,0,0,1
499.5,1,0,0,0
500.5,0,0,1,0
501.5,0,1,0,0
502.5,0,0,1,0
503.5,0,1,0,0
504.5,0,0,0,1
505.5,1,0,0,0
506.5,0,0,0,1
507.5,1,0,0,0
508.5,0,0,1,0
509.5,0,1,0,0
510.5,0,0,1,0
511.5,0,1,0,0
512.5,0,0,0,1
513.5,1,0,0,0
514.5,0,0,0,1
515.5,1,0,0,0
516.5,0,0,1,0
517.5,0,1,0,0
518.5,0,0,1,0
519.5,0,1,0,0
520.5,0,0,0,1
521.5,1,0,0,0
522.5,0,0,0,1
523.5,1,0,0,0
524.5,0,0,1,0
525.5,0,1,0,0
526.5,0,0,1,0
527.5,0,1,0,0
528.5,0,1,0,0
529.5,0,0,0,1
530.5,0,1,0,0
531.5,0,0,0,1
532.5,0,1,0,0
533,0,0,1,0
533.5,0,1,0,0
534,0,0,1,0
534.5,1,0,0,0
535,0,0,0,1
535.5,1,0,0,0
536.5,1,0,0,0
537.5,0,0,1,0
538.5,1,0,0,0
539.5,0,0,1,0
540.5,1,0,0,0
541,0,0,0,1
541.5,1,0,0,0
542,0,0,0,1
542.5,0,1,0,0
543,0,0,1,0
543.5,0,1,0,0
544.5,1,0,0,0
545.5,0,0,1,0
546.5,1,0,0,0
547.5,0,0,1,0
548.5,1,0,0,0
549,0,0,0,1
549.5,1,0,0,0
550,0,0,0,1
550.5,0,1,0,0
551,0,0,1,0
551.5,0,1,0,0
552.5,1,0,0,0
553.5,0,0,1,0
554.5,1,0,0,0
555.5,0,0,1,0
556.5,1,0,0,0
557,0,0,0,1
557.5,1,0,0,0
558,0,0,0,1
558.5,0,1,0,0
559,0,0,1,0
559.5,0,1,0,0
560.5,0,0,0,1
561.5,1,0,0,0
562.5,0,0,0,1
563.5,1,0,0,0
564.5,0,0,1,0
565.5,0,1,0,0
566.5,0,0,1,0
567.5,0,1,0,0
568.5,0,0,0,1
569.5,1,0,0,0
570.5,0,0,0,1
571.5,1,0,0,0
572.5,0,0,1,0
573.5,0,1,0,0
574.5,0,0,1,0
575.5,0,1,0,0
576.5,0,0,0,1
577.5,1,0,0,0
578.5,0,0,0,1
579.5,1,0,0,0
580.5,0,0,1,0
581.5,0,1,0,0
582.5,0,0,1,0
583.5,0,1,0,0
584.5,0,0,0,1
585.5,1,0,0,0
586.5,0,0,0,1
587.5,1,0,0,0
588.5,0,0,1,0
589.5,0,1,0,0
590.5,0,0,1,0
591.5,0,1,0,0
592.5,0,1,0,0
593.5,0,0,0,1
594.5,0,1,0,0
595.5,0,0,0,1
596.5,0,1,0,0
597,0,0,1,0
597.5,0,1,0,0
598,0,0,1,0
598.5,1,0,0,0
599,0,0,0,1
599.5,1,0,0,0
600.5,2,2,2,2
608.5,3,3,3,3
